text,label,prediction,cleaned_prediction
"I felt compelled to write a review after seeing the only review which gave this film a suspiciously high 9/10 rating. I say suspicious because it looks less like a review but more like a publicity statement. Perhaps the filmmaker himself, or one of his mates, has written that ""review""? Naughty, naughty.<br /><br />I watched this movie on the Propeller channel on Sky TV expecting it to be truly awful. The special effects used were to be honest very, very good for a low budget film, and some of the acting wasn't that bad either, but most of the acting was really awful, but well done for trying, as I expect most were pals of the filmmaker.<br /><br />I think the filmmaker has done really well by trying to punch above his weight. I did find some of the film funny because it was trying to be super cool when it just wasn't.<br /><br />If you don't take this film too seriously and watch it whilst drunk with some mates you might well have a good time but probably not in the way it was intended. This film is no way a 9/10 but worth watching for a laugh bearing in mind it was made on a very very low budget and in fairness due credit to those involved in it's production.",0,Neutral,neutral
"I bought Jack-O a number of months ago at a Blockbuster video sale, and at the time I wasn't expecting anything outstanding from it. Upon watching it, I realized I not only got less than I could have ever bargained for, but a whole lot more as well. It seems, strange, I know. And it is. But it's perfectly fitting when you consider that the utter weirdness that is ""Jack-O""<br /><br />The movie follows a young boy named Shawn Kelly. Somehow, thru ancestral ties, he is marked for death at the hands of a demented, scythe wielding Pumpkin man. This pumpkin man was killed by Shawn's Great-grandfather-uncle-cousin-etc, and now that the villain has been resurrected, Shawn's death is apparently crucial to his hell-bred mission of vengeance. Anyway, much ""horror"" ensues as Jack-O hacks his way thru various neighbors before battling Shawn to the finish.<br /><br />I'm not so much here to discuss the plot as I am to determine who may find any worth in this movie. I can honestly tell you that Jack-O is one of the most poorly made movies in the history of time. The acting is deadpan (except when it should be), the script is apparently a 1st grade group project, and the production budget must not have exceeded $150. Some of the most laughable death scenes are carried out in this anti-thriller, and they're all the more humorous when you realize director Steve Latshaw actually seems serious in his movie-making.<br /><br />And yet I heartily enjoyed the film. I can call it a terrible horror movie, yes. But I can also say I had a great time watching it with my friends, and have watched it several times since that fateful first viewing. Many people (including some of my friends) will find this movie intolerable and needlessly time-consuming, and that's understandable. If you're like me and enjoy ridiculously bad horror movies that take themselves seriously, you'll find Jack-O an instant classic, which is also understandable.<br /><br />That's why it's so hard to rate this movie. If I were rating Jack-O's quality as a film, I wouldn't give it anything. In fact, the studio would owe me stars. Yet if I were rating it's on the basis of pure enjoyment, I'd give it an 8 or a 9. I'll give it a 4, so to be somewhere in the middle. I recommend everyone go out, rent this, and form their own conclusion.",0,Neutral,neutral
"All those who are into the PC culture are aghast at the dogmatic Christian view of this film, claiming it contains racist ideation and/or religious intolerance.<br /><br />Those who don't care about this, but are oriented towards slick production values and competent acting are dismayed at the lack of such here.<br /><br />Those who decry both of these are apoplectic that this production was let loose on the general public, as evidenced in comments here.<br /><br />What is an interesting premise, which isn't original, but is a combination of GHOST and FROM BEYOND, is dealt with in a rather immature manner in this film, yet done with gusto. What the crew and actors lacked in sensibility, professional abilities and technical expertise is somewhat offset by the intensity they display.<br /><br />It isn't nearly as bad as many here think, and would have been fine in the hands of someone with maturity and common sense, and it is enough below mediocrity to elicit laughs and groans. However, it unfolds with enough intensity to keep interest throughout, and is close to on par with a Corman-produced entry of his earliest period of work, or the material of Arkoff or Sam Katzman. If you get it for $2 (or less) as did I, you won't feel disappointed, but will wish you could have had a say in how it was made.",0,Neutral,neutral
"This movie should have been called ""The Eyes of Alexander"", and they should have done away with the Bogart concept altogether. The film started out with a lighthearted approach to Bogart's legacy and some comical moments with his surgery oriented face, but after the first 15-30 minutes it morphs into a more serious thriller, where two palm size sapphires, purportedly laid as eyes into a marble headpiece of Alexander the Great, for him, and seen by him, right before his death. So the gems are of great value not only because of their quality and size, but also because of the tie to the Greatest conquerer the world has ever known. Being an expert on Alexander qualifies me to say that this is wholly and completely a fiction, but it makes for a good movie anyway. So the film winds around some early silliness and stumbles along with all sorts of Alexander allusions in both the foreground and background (which I really liked), ending with a dated shark attack (you couldn't go to a movie in '79-'80 without some shark showing up to menace the audience). There is a yacht named Euridice (Alexander's father's young wife), a man named Alexander, Philip, Cleitus?, (it's been about 5 years since I've seen the film, so can't remember all the details), Olympias, some street names, and many others. It was fun to watch the film just to try to catch all the background details that the director (obviously an Alexanderphile himself) put in. When all is said and done, the eyes are retrieved and the camera pans in on them on a bed as the credits roll by. Kind of a neat ending. What would have been more fun would be if they went the Indiana Jones way and had an action adventure. There were many, many real artifacts that could have been used to make this more interesting, or instance, the hand-annotated (by Aristotle) version of the Iliad that Alexander kept with him all his life, even on his many journeys across Asia (would be of incalculable value if found today). Olivia Hussey (my all time favorite b-movie actress)is killed off way too early, and should have been the main actress throughout, not the girl from the Momma's and the Poppa's...though she was herself easy on the eyes. If you can find this flick, it might be worth checking out for the historical stuff and to see Olivia Hussey in an extremely funny deadpan humor bit early on, but beyond that, I'd pass on it for something more entertaining.<br /><br />Yours, Nick",0,Mixed.,mixed
"I thought this movie was going to be a disgrace to the series. After all, part 3 didn't measure up to part 2, and this one doesn't have Daniel Sawn. Miyagi's humour wasn't quite as witty in this one as in part 3, but it was funny enough to make the movie worth watching.<br /><br />The girl's part was pretty good. She's a lost teenager who needs direction. I find the plot a little hard to believe. That the aunt would simply agree to leave her home and her niece under the care of Mr. Miyagi, a man she just met. Of course, he was a friend of her brother.<br /><br />I did appreciate the monastery. One might think from some of my other reviews that I wouldn't have liked the dancing monks, but I thought it was amusing. It showed that they know how to have some fun. Now if these were monks in ancient China dancing to pop-music, that would have been another matter.<br /><br />Probably the most intelligent part of the movie was when the girl thought it was stupid that the monks wouldn't kill a bug. Miyagi told her that street gangs killing each other is stupid, nations trying to destroy each other is stupid, but having respect for all life is not stupid. Miyagi has expressed such wisdom in the other films as well.<br /><br />I give this movie a 4 out of 10. Sure, there were some things I liked about it. It wasn't as funny as part three, and no character could ever live up to Sato in part 2. This movie has no re-watch value. I can't imagine watching it again, but it is worth seeing once.",0,Mixed.,mixed
"""The Next Karate Kid"" is a thoroughly predictable movie, just like its predecessors. Its predictability often results in a feeling of impatience on the viewer's part, who often wishes the story could move a little faster. Despite its lulls and its extreme familiarity, however, this fourth entry in the series is painless, almost exclusively because of the presence of Morita. He doesn't seem tired of his role, and he does inject some life and humor into the film, becoming the best reason for you to see it. Not awful, but nothing much, either.",0,Neutral,neutral
"It's a kinder, gentler Cyborg movie with a love story. Awww. It's not as bad as it sounds. The action, when it is there, is decent and Jack Palance, Elias Koteas, and Angelina Jolie are always dependable. It's the fact that this is a sequel to the terrible Jean Claude Van Damme film, or is that the capper to the Masters of the Universe trilogy? I'm still confused about that. Either way, there was really no need for this movie. What was there a need for? Angelina Jolie. She may play an assassin robot that can explodes mid-coitus, but, what a way to go and even though this is her first movie, she still has the presence that made her an award winner.",0,Neutral,neutral
"This movie moved much too slowly for my taste.The concept of the story is refreshingly different in that it explores the family dynamics of living with a mentally-retarded family member in a way that I have not previously seen on-screen.However,the execution of the concept was flawed.Each character was developed fully within the scene of her first appearance,then one had to endure the feeling that each character was treading water the rest of the way.That is,each character flailed about awkwardly in her interpersonal relationships with others in the movie,which I found to be a form of emotional and social retardation.I suppose this has artistic merit,given the irony that the story centers around an intellectually retarded individual surrounded by way above-average intelligence friends and family.The acting,however,was well-done without exception.I agree with other reviewers that the cinematography was beautiful.In summary,I think the film has strong artistic merit because of the fine acting and cinematography,but fails on an emotional level due to the shortcomings described.",0,Neutral,neutral
"""Submerged"" is definitely NOT ""the worst movie ever"". It does have its flaws, such as borrowed footage, crazy script and non-existent special effects (these are the worst), but it also has some good points too. The acting is surprisingly good, there are LOTS of familiar faces whom you probably know if u're a b-movie fan like me.<br /><br />I was very glad to see Brent Huff playing one of the heroes, knowing him mostly for his 80's action films, and i must admit, he is not a bad actor at all. Fred Williamson, Maxwell Caulfield & Tim Thomerson get some limited screen time, but are believable in their parts. The ""eye-candies"" in this Fred Olen Ray movie are Yvette Nipar and Nicole Eggert, both looking very sexy and very mean. Michael Bailey Smith adds some muscle to the background as a Navy SEAL. Unfortunately the only cast member who (in my opinion) is completely out of place is Coolio. He doesn't act at all, talks like he didn't even read the script, and being a badass in the beginning of the movie, gets shot like a wimp a hour later. Not a good choice.<br /><br />To sum this movie up - this is not such a bad choice for late night entertainment. If you can get over the special effects thing (so many guns, so much fire, and not a single wound on anyone), Coolio's annoying performance, and the recycled footage from Airport 77, you might like this no-brainer after all.",0,Neutral,neutral
"OK so it's not great either, but only because of how great Laurel and Hardy have been in the past. If this film received a total overhaul, with picture quality enhanced, add new dubbing to the badly dubbed voices and added a nice unobtrusive background music then this film would truly start to take shape. As it is, it does have it's problems. People do slate it for how old the boys look. Quel surprise! they were in their 60's and had led a 'life'. However, to me, they still came across as having bucketfulls of charm, and while this doesn't even come close to tickling the feet of their classics( I gave it a 4), it's worth a watch simply because it's them. To think otherwise would be impostorous!!",0,Neutral,neutral
"Not the best of the Lone Star series, but it moves along quickly with good performances. <br /><br />Introduced as ""Singin' Sandy"" in the main title, John Wayne as a 'singing cowboy' isn't successful-- you never even see a front close-up of him while he's 'singing.' The actual singer is the director's son, Bill Bradley, who warbles away sounding like many popular singers of the day such as Hutch or Joseph Wagstaff. <br /><br />The film features: Cecilia Parker (also seen in ""The Lost Jungle"" serial, ""Tombstone Canyon,"" and as older sister Marian in the Andy Hardy movies) doing her best Katherine Hepburn-- ""Really they mustn't; really I'm not""; Al St. John, before he literally became ""Fuzzy"" filling all his available screen time with his characteristic business of hat flipping, head and chin scratching, grimacing, and gawky physical gestures and movements; George (pre-Gabby) Hayes as a gentle pipe smoking father; and Forrest Taylor, minor vet of 395 movies and TV shows, playing the oily villain with string bow tie and prop cigar. <br /><br />Fun or odd moments: Yakima Canutt's great 'under the stagecoach' trick; the 'gay' scene when Singin' Sandy ties Bert and Elmer together face to face, drags them roped to his horse, and dumps them at Kincaid's office, where Kincaid says, ""You're a fine pair of lovebirds!""; Denton's rapturous comment after an atrocious song and guitar playing performance by 'Sandy,' -- ""Ummm. I could listen to that all night!""; Kincaid's reply, We won't go into that,"" after being told by a rancher ""You've got the soul of a snake!""; and, of course, he utters the immortal, ""I've made Denton an offer he can't refuse."" <br /><br />The plot of the movie is saved by Sandy's tricking Kincaid, and later saying the three magic words in many of these films: ""I'm from Washington."" FDR has saved us from the Depression! (Is that why the villains are always either bankers or in real estate?) <br /><br />The shootout sequence is taken from the earlier Bradbury film ""Man from Hell's Edges"" (1932). All of the Lone Star westerns are special because of their unique mixture of interesting characters, the troupe of actors and stunt people, and the spin on the clichés and repetitive back stories and situations. This one ranks a little low, marred by the inappropriate and mis-used ""Singing Cowboy"" gimmick. I'll give it a 4.",0,Neutral,neutral
"Eight teen convicts are brought to the abandoned Blackwell Hotel to clean it out as community service. They soon discover that it's the residence of a hulking psychopath (Kane) who has a thing for pulling out and collecting eyeballs. It doesn't help that the guard watching over them (Steven Vidler) has had a previous run-in with the beast four years earlier. <br /><br />A guilty pleasure of mine are slasher films. Most of them are poorly directed and acted but they still hold some appeal and entertainment value. See No Evil is a good example of this. It features atrocious writing and acting but the death scenes are pretty good and the movie proves to be entertaining. The premise sounds like a mixture between Friday the 13th, Saw 2 and Halloween: Resurrection. I really liked the idea but it didn't work out too well. It was really just a bunch of clichés and everything was predictable. Screenwriter Dan Madigan just focused on the death scenes and nothing else apparently. The death scenes themselves are pretty good and gruesome. Director Gregory Dark did a good job with them and he came up with some creative kills. <br /><br />The acting is pretty bland and unremarkable. This is because all of the characters are one dimensional and we don't know much about them. It was hard to feel for these people because they were pretty unlikable. Kane is surprisingly mediocre. I was expecting his on screen presence to be scarier but he didn't do that good of a job. A second rate Jason Voorhees, if you will. The rest of the actors are relatively unknown and this film will probably neither help nor hurt their careers. <br /><br />While the death scenes are gory, they aren't necessary scary. There's really no suspense just some gory death scenes. Because of this, the movie doesn't hold much of a repeat value. Also, if you don't like slasher films then don't waste your time with this one. It will do little to change your opinion. In the end, See No Evil is a decent slasher film but it is generic and forgettable so it's not exactly worth watching. Rating 6/10",0,Neutral,neutral
"Unlike the other spaghetti Westerns, this one has characters that almost make sense, and can be identified to some degree. It still has the goofy gunplay of other spaghettis Westerns. A spaghetti, by the way, is another word for a Western with no plot, no characters you can care about, and goofy gunplay that doesn't make a bit of sense for the era, and relying on great music to make audiences feel something. This one is more lighthearted, like the ones that Bud Spencer and Terence Hill made together. They, too, were superior to the junk made by Eastwood and others, which sado-masochists make their friends watch, if they get a chance. It looks like everyone had a lot of fun making the movie, too. It was good to see a giant actor like Gilbert Roland, who wasn't even mentioned on the movie rental box, yet who was clearly the biggest name. His character was very enjoyable. There is a three way standoff at the end, which is much superior to the one it spoofs (The Good the Bad and the Ugly), simply because the characters are at least a bit likable and a bit identifiable. Not a good movie, but has a bit of fun to it.",0,Neutral,neutral
"this could have been better,but it was alright...it helped me get away from my boredom.I didnt even wanna see it,the only reason i wanted to rent it is because Jamie Martz is in it..he is a unknown actor but he is shining and is the highlight of the movie...the ending was so horrible and the acting was good for a b movie...i give it a 4 out of 10",0,Neutral,neutral
"Someone else called this film a ""fable-horror"" movie, and I think that fits pretty well. That's the concept at least. A group of teenagers, each with their own vice, catch the eye of a twisted sideshow barker. He decides to teach the teens a lesson by making them part of the freak show. A cool idea, but could have been executed better. The fate for some of the teens is shoved in your face too obviously, while other characters could have been fleshed out more. Also, the ending was a serious let down. No resolution or big twist or anything. <br /><br />But as a low budget horror movie, it's pretty fun to watch. If you're into cheesy spookfests, you should have a laugh watching this one. I think one of it's faults though... that it takes itself too seriously. It's a silly movie, and if it was a little more self-aware when it comes to that, I think it would have been better. But at least there's enough neat carnival themes and b-movie monster makeup to keep you watching.",0,Neutral,neutral
"Dumb is right: Tom and Jerry reach their goal of a non-stop air flight to Africa but then worry about mixing in with the natives. They put on ""blackface,"" crash the plane, try to survive on an airplane wing floating in the ocean, and then survive the wild animals once they get on land<br /><br />Having read a few reviews before seeing this, I knew what to expect. It was simply these two guys doing their Amos and Andy/Stepin' Fetchit impressions. Offensive to blacks? Of course, but that's the 1930s for you. Some of their lines were funny, some were stupid. The main fault I had with this cartoon was the audio, as it was often not easy to understand what these two guys were saying.<br /><br />In all, a curiosity piece, but don't let the racism stop you from checking it out. At least it gives you an idea of how times have changed....for the better.",0,Neutral,neutral
"The 3rd in the series finds Paul Kersey (Bronson) turning vigilante to get revenge on the thugs that murdered his old buddy. I don't know why this movie shoved me into it, but somehow it did. I found myself rooting for Bronson to wipe the floor with those punks. Every time he blew one of them away I felt good. This movie does not take itself seriously, but what if it did? There is a good build-up to the fireworks finale in which Bronson goes on a rampage. But as far as acting and plot go, it just doesn't measure up. If I lived in that neighborhood, I would get out as fast as I could, but it seems like the people are asking for trouble. I know there is that mentality that we need to save our streets, but there is a limit here folks. I had to give it a 4. Sure there are good ""blow 'em away"" scenes but that's about it. At that time, Bronson was 64. I'm sure if those thugs really wanted to they could have their way with Bronson. Bronson takes the place of a Schwarzanegger or Stallone in this movie. This movie gives you a sense of rejoice. The common man can save the neighborhood, save the day. To sum it up, this is far from being the original Death Wish, but it is rather good if you are just looking for an hour and a half of shoot 'em up.",0,Neutral,neutral
"This tale of the upper-classes getting their come-uppance and wallowing in their high-class misery is like a contemporary Mid-Sommerish version of an old Joan Crawford movie in which she suffered in mink. Here, people behave in a frightfully civilized manner in the face of adversity. A well-heeled London solicitor, (Tom Wilkinson), discovers that not only is his wife having an affair with the local gentry but that she has also killed their housekeeper's husband in a hit-and-run accident. He throws up, but otherwise his stiff-upper-lip hardly quavers.<br /><br />Written and directed by Julian Fellowes, who won an Oscar for writing ""Gosford Park"", (this is his directorial debut), from a novel by Nigel Balchin, it's quite comical although I am not sure how much of the comedy is intended. It's like a throw-back to British films of the forties where characters all behaved like characters in books or plays rather than like people might in real life. However, it's not all bad. Wilkinson is terrific, even if you never believe in him as a person while Emily Watson, (the adulterous wife), and Rupert Everett, (the highly amoral high-class totty), are both very good at covering the cracks in the material. Tony Pierce-Roberts' cinematography ensures that no matter how hard it is on the ear it's always good on the eye.",0,Mixed.,mixed
"I put down this vehicle from Robert De Niro and Eddie Murphy, and Murphy in particular the first time but having seen it again, recently, I can see that it does have some very funny bits.<br /><br />This is by no means to say that this is the greatest buddy comedy of all time, but really what can you do to the already exhausted subgenre? What director, Tom Dey, has tried to do is make it a satire of the clichés of buddy comedy and the media. Early in the movie the executive of a cable network asks: ""How is this different from Cops?"", when Chase Renzi is pitching the idea of a reality show dealing with De Niro's character, Mitch Preston (hilariously boring name by the way). That's when I saw it in a new light that I hadn't previously noticed.<br /><br />The idea is to show all the elements of the buddy comedy and put a twist on them. De Niro's reluctance to star in the show and to partner up with Murphy is right out of every cop film you can think of. You can say that De Niro is actually playing himself asking: ""Why would I do another movie playing a cop?"" Chase Renzi is portrayed to be a Hollywood phony but if you look at her opening scene again, she is merely doing it to save her job. She somehow sees the ridiculousness of what she is doing but she wants to succeed despite that. One line says it all: ""Who doesn't want to be on TV?"" Maybe this is reading too much into what is essentially a lightweight film, merely set to entertain, but it does give it a little spin that I hadn't noticed before.<br /><br />As for Murphy. You got to applaud him for looking this ridiculous. Trey wants to be a star so bad that he is willing to sell out everything he comes in contact with. Murphy was a big star and maybe it struck a nerve that it is all so fleeting.<br /><br />The plot with the gun is of course pretty boring. The action sequences are nothing special, except the end which required a lot of effort both from cast and crew. One thing that I noticed about the villain is that he is dressed like an 80's pop star. George Michael comes to mind and that adds to the whole media spin.<br /><br />So, I trashed it the first time around but what the heck; if you are gonna do this, why not point out how ridiculous it really is and De Niro and Murphy took a big chance doing this.",0,Neutral,neutral
"I was watching the beginning of this on a Friday, mid-day, while working at computer at home, relaxing a bit after a hectic week, and cleaning-up some files and answering some communications. Got interrupted a couple of times, so had trouble getting all the details straight (although it's hardly a work of Hitchcock proportions, where missing a detail can through the whole story off-kilter), and besides it was not exactly an ""engrossing"" piece of work.<br /><br />So during a commercial, read the only prior comment here (by ""mgconlan-1""), and pretty much can agree with its details.<br /><br />Not quite in the category of a film so awful it is fascinatingly ""good,"" but I'd like to catch on tape when run again (rather than seeing it as aired), so I can fast forward as needed and see the parts which I missed this first time.<br /><br />Give it a ""3*"" because of the attractiveness of the four primary characters.",0,Neutral.,neutral
