idx,text,label,prediction,cleaned_prediction
4272,purports ,1,neutral,neutral
4284,imitation movie ,0,neutral,neutral
4320,is surely ,1,neutral,neutral
4334,sam mendes ,1,neutral,neutral
4348,"a 90-minute , four-star movie ",1,neutral,neutral
4450,pill to swallow ,0,neutral,neutral
4463,the funny bone ,1,neutral,neutral
4490,portray themselves ,1,neutral,neutral
4504,"part biography , part entertainment ",1,neutral,neutral
4522,in a bid to hold our attention ,0,neutral,neutral
4539,topic ,1,neutral,neutral
4557,than franchise possibilities ,1,neutral,neutral
4636,impassive a manner ,0,neutral,neutral
4653,is ultimately ,1,neutral,neutral
4665,large-format ,1,neutral,neutral
4707,occasion ,0,neutral,neutral
4729,natural and ,1,neutral,neutral
4799,the story has some nice twists but the ending and some of the back-story is a little tired . ,0,mixed,mixed
4804,a bump on the head ,0,neutral,neutral
4826,loosely tied ,0,neutral,neutral
4843,colorfully ,1,neutral,neutral
4846,it is ,1,neutral,neutral
4847,convincing ,1,neutral,neutral
4876,contemplation ,1,neutral,neutral
4909,contenders ,1,neutral,neutral
4952,a return ticket ,0,neutral,neutral
4996,"its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting ",1,uplifting,positive
5004,town ,1,neutral,neutral
5019,crime drama ,0,neutral,neutral
5055,take it ,1,neutral,neutral
5150,the lion king ,1,neutral,neutral
5154,captain ,1,neutral,neutral
5215,affectingly ,1,neutral,neutral
5226,not exactly assured in its execution ,0,neutral,neutral
5274,ten ,1,neutral,neutral
5276,a reader 's digest condensed version ,0,neutral,neutral
5312,it arrives ,1,neutral,neutral
5315,focus ,1,neutral,neutral
5317,65-minute trifle ,0,neutral,neutral
5371,biography channel ,1,neutral,neutral
5381,recalls ,0,neutral,neutral
5396,a change in expression ,1,neutral,neutral
5404,seriousness and quality ,1,neutral,neutral
5446,good enough ,1,neutral,neutral
5452,and twisted characters ,1,neutral,neutral
5456,a complex web ,1,neutral,neutral
5462,the lord ,1,neutral,neutral
5467,of that delicate canon ,1,neutral,neutral
5473,cult film ,1,neutral,neutral
5481,movie nothing ,0,neutral,neutral
5516,familiar and predictable ,0,neutral,neutral
5519,certain ambition ,1,neutral,neutral
5561,fairly revealing ,1,neutral,neutral
5565,a major director ,1,neutral,neutral
5627,"small , personal film ",1,neutral,neutral
5630,a skyscraper ,1,neutral,neutral
5639,grade ,1,neutral,neutral
5659,matinee price ,1,neutral,neutral
5663,personal ,1,neutral,neutral
5690,derivativeness ,0,neutral,neutral
5708,sci-fi . ,1,neutral,neutral
5709,consistency ,1,neutral,neutral
5715,the piano teacher ,1,neutral,neutral
5728,thematically and stylistically ,1,neutral,neutral
5729,a must ,1,neutral,neutral
5758,of predictable narrative rhythms ,0,neutral,neutral
5772,walked out ,0,neutral,neutral
5773,wanders ,0,neutral,neutral
5791,unusual biopic and document ,1,neutral,neutral
5826,more than four ,1,neutral,neutral
5832,a guarantee ,1,neutral,neutral
5840,inner-city streets ,1,neutral,neutral
5844,amusing and unsettling ,1,unsettling,negative
5867,carry the movie ,1,neutral,neutral
5879,dates ,1,neutral,neutral
5883,spare dialogue ,0,neutral,neutral
5886,climate ,1,neutral,neutral
5905,"emphasizes the q in quirky , with mixed results . ",0,neutral,neutral
5935,the lady and the duke surprisingly ,1,neutral,neutral
5943,", rapid-fire delivery ",1,neutral,neutral
5944,feature-length ,1,neutral,neutral
5953,challenges ,0,neutral,neutral
5956,of better films ,0,neutral,neutral
5957,in the media ,0,neutral,neutral
5961,has already appeared in one forum or another ,0,neutral,neutral
5988,execution and skill ,1,neutral,neutral
5992,eyeballs ,1,neutral,neutral
6003,reading lines ,0,neutral,neutral
6004,heard before ,1,neutral,neutral
6014,built-in audience ,1,neutral,neutral
6032,the expressive power ,1,neutral,neutral
6101,style and flash ,1,neutral,neutral
6102,thematic content and narrative strength ,1,neutral,neutral
6103,a moral ,1,neutral,neutral
6138,knew about generating suspense ,1,neutral,neutral
6141,works on some levels ,1,neutral,neutral
6149,game supporting cast ,1,neutral,neutral
6179,grows up ,1,neutral,neutral
6182,", meandering ",0,neutral,neutral
6203,sensation ,1,neutral,neutral
6206,the material and the production ,1,neutral,neutral
6207,my mind ,1,neutral,neutral
6214,daughter ,1,neutral,neutral
6234,value or merit ,1,neutral,neutral
6247,a kilt ,0,neutral,neutral
6297,literally ,1,neutral,neutral
6301,a tendency to sag in certain places ,0,neutral,neutral
6375,without context -- journalistic or historical ,0,neutral,neutral
6384,dragonfly ,1,neutral,neutral
6410,accurately ,1,neutral,neutral
6417,on three short films and two features ,1,neutral,neutral
6428,this is cinema ,1,neutral,neutral
6459,spaces ,1,neutral,neutral
6463,"a fascinating , unnerving examination of the delusions ",1,unnerving,negative
6485,into a classic genre ,1,neutral,neutral
6488,the plot seems a bit on the skinny side ,0,neutral,neutral
6546,filmed directly ,1,neutral,neutral
6596,multi-layers ,1,neutral,neutral
6602,seen in years ,1,neutral,neutral
6623,historical truth and realism ,1,neutral,neutral
6670,"any viewer , young or old , ",1,neutral,neutral
6717,make several runs to the concession stand and/or restroom ,0,neutral,neutral
6741,road ,0,neutral,neutral
6743,fixating on a far corner of the screen at times ,1,neutral,neutral
6751,create characters ,1,neutral,neutral
6757,orchestrating ,1,neutral,neutral
6758,ever knew about generating suspense ,1,neutral,neutral
6761,"of a self-reflexive , philosophical nature ",1,neutral,neutral
6774,likes of which mainstream audiences have rarely seen ,1,neutral,neutral
6799,makes its point ,1,neutral,neutral
6804,protagonist ,0,neutral,neutral
6810,touch ,1,neutral,neutral
6814,important political documentary ,1,neutral,neutral
6825,in short ,0,neutral,neutral
6826,devos ,0,neutral,neutral
6850,the spectacle ,1,neutral,neutral
6867,of expository material ,1,neutral,neutral
6874,particular interest ,1,neutral,neutral
6876,tribute ,1,neutral,neutral
6929,of his best-known creation ,1,neutral,neutral
6938,an original bone ,1,neutral,neutral
6948,metaphysical ,1,neutral,neutral
6970,means check it out . ,1,neutral,neutral
6973,convincing one ,1,neutral,neutral
6999,of faith ,1,neutral,neutral
7004,original film ,1,neutral,neutral
7050,is easily ,1,neutral,neutral
7094,career-defining ,1,neutral,neutral
7116,a bigger-name cast ,1,neutral,neutral
7146,stays close to the ground ,1,neutral,neutral
7151,interesting and at times ,1,neutral,neutral
7182,live-action cartoon ,0,neutral,neutral
7207,extant stardom ,1,neutral,neutral
7220,integrity ,1,neutral,neutral
7221,cardiac ,0,neutral,neutral
7240,any way of gripping what its point is ,0,neutral,neutral
7241,with humor and poignancy ,1,poignant,negative
7255,appeared in 1938 ,1,neutral,neutral
7256,"susan sarandon , dustin hoffman and holly hunter , ",1,neutral,neutral
7275,green men ,0,neutral,neutral
7320,swiftly ,1,neutral,neutral
7330,prepare ,1,neutral,neutral
7355,its core ,1,neutral,neutral
7375,creeping into the second half ,0,neutral,neutral
7394,"a step further , ",1,neutral,neutral
7405,filling ,1,neutral,neutral
7429,byron and luther ,1,neutral,neutral
7539,will likely ,1,neutral,neutral
7549,i bought this movie ,1,neutral,neutral
7565,"feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting ",0,neutral,neutral
7567,an in-depth portrait ,1,neutral,neutral
7604,everywhere ,1,neutral,neutral
7611,appropriately ,1,neutral,neutral
7622,a copy of a copy ,0,neutral,neutral
7640,seem to hit ,1,neutral,neutral
7669,original cartoon ,1,neutral,neutral
7704,a certain ambition ,1,neutral,neutral
7717,is fine ,1,neutral,neutral
7724,leave ,0,neutral,neutral
7725,"be compelling , amusing and unsettling ",1,unsettling,negative
7778,kids ,1,neutral,neutral
7796,talk about for hours ,1,neutral,neutral
7799,the original ,1,neutral,neutral
7813,of modern life ,1,neutral,neutral
7814,minor film ,0,neutral,neutral
7822,undoubtedly ,1,neutral,neutral
7827,just a string ,1,neutral,neutral
7842,real narrative logic ,1,neutral,neutral
7846,a trip ,1,neutral,neutral
7854,psychological case study ,1,neutral,neutral
7902,companion piece ,1,neutral,neutral
7904,bidder ,1,neutral,neutral
7912,toss logic and science ,0,neutral,neutral
7917,that rare animal ,1,neutral,neutral
7927,fax ,1,neutral,neutral
7934,he or anyone else ,0,neutral,neutral
7956,object lesson ,1,neutral,neutral
8001,indifferent ,0,neutral,neutral
8054,elaborate ,1,neutral,neutral
8080,measured or polished ,1,neutral,neutral
8083,zero ,0,neutral,neutral
8089,every member ,1,neutral,neutral
8093,of invention ,1,neutral,neutral
8102,taking the easy hollywood road ,1,neutral,neutral
8103,prepackaged ,0,neutral,neutral
8134,artistically ,1,neutral,neutral
8136,despite its rough edges and a tendency to sag in certain places ,0,neutral,neutral
8147,that satisfies ,1,neutral,neutral
8157,rarity ,1,neutral,neutral
8161,beautifully crafted and cooly unsettling ... ,1,unsettling,negative
8201,an overly familiar scenario ,0,neutral,neutral
8205,reaction ,1,neutral,neutral
8233,excuse for a film ,0,neutral,neutral
8264,humanize ,1,neutral,neutral
8297,of that ,1,neutral,neutral
8304,) ,1,"I'm ready to help, but I don't see any text provided. Please provide the sentence you'd like me to analyze!",none
8309,"they strip down often enough to keep men alert , if not amused ",0,amused,negative
8324,percolating ,1,neutral,neutral
8334,seems so larger than life and yet so fragile ,1,bittersweet,neutral
8346,take this film at face value ,1,neutral,neutral
8360,beautifully crafted and cooly unsettling ... recreates ,1,unsettling,negative
8385,somewhat short ,0,neutral,neutral
8388,a date ,1,neutral,neutral
8428,"decides whether it wants to be a black comedy , drama , melodrama or some combination of the three . ",0,neutral,neutral
8431,distinctly minor ,0,neutral,neutral
8454,oddest ,0,neutral,neutral
8502,a lump of play-doh ,1,neutral,neutral
8516,suspense on different levels ,1,neutral,neutral
8523,more slowly ,0,neutral,neutral
8524,", original ",1,neutral,neutral
8558,works on some levels and ,1,neutral,neutral
8560,refracting ,0,neutral,neutral
8567,would be an abridged edition ,0,neutral,neutral
8573,a xerox machine ,0,neutral,neutral
8619,", uninhibited ",1,neutral,neutral
8630,to probe questions of attraction and interdependence ,1,neutral,neutral
8641,fill time ,0,neutral,neutral
8659,crafted ,1,neutral,neutral
8667,it the most ,1,neutral,neutral
8679,one scene ,1,neutral,neutral
8687,bottom ,0,neutral,neutral
8792,"the `` a '' range , ",1,neutral,neutral
8815,considerable ,1,neutral,neutral
8845,turn out okay ,1,neutral,neutral
8862,flatter ,1,neutral,neutral
8877,visuals and enveloping sounds ,1,neutral,neutral
8893,substantive ,1,neutral,neutral
8904,empowerment tale thinly ,0,neutral,neutral
8923,pure composition ,1,neutral,neutral
8930,juxtapositions ,1,neutral,neutral
8948,becoming ,1,neutral,neutral
8949,profoundly ,1,neutral,neutral
8990,award ,1,neutral,neutral
9008,brimming ,1,neutral,neutral
9047,recommend secretary ,1,neutral,neutral
9056,spot ,1,neutral,neutral
9060,masters of both ,1,neutral,neutral
9067,a durable part ,1,neutral,neutral
9178,the product ,1,neutral,neutral
9201,perfected ,1,neutral,neutral
9204,a higher plateau ,1,neutral,neutral
9210,not without merit ,1,neutral,neutral
9220,freshening ,1,neutral,neutral
9230,unbalanced mixture ,0,neutral,neutral
9253,be on video ,0,neutral,neutral
9274,of balto ,1,neutral,neutral
9281,thurman ,1,neutral,neutral
9295,it aspires ,1,neutral,neutral
9303,sex ,1,neutral,neutral
9333,who is not a character in this movie ,1,neutral,neutral
9341,his control ,0,neutral,neutral
9344,auto-critique ,0,neutral,neutral
9360,realistically ,1,neutral,neutral
9398,the light of the exit sign ,0,neutral,neutral
9400,a lot more ,1,neutral,neutral
9407,about nothing ,0,neutral,neutral
9420,hollywood pipeline ,0,neutral,neutral
9450,broadcast ,1,neutral,neutral
9453,knockabout ,1,neutral,neutral
9456,coming-of-age portrait ,1,neutral,neutral
9461,seat ,1,neutral,neutral
9462,more ways ,1,neutral,neutral
9498,made-for-tv ,0,neutral,neutral
9511,are side stories aplenty ,1,neutral,neutral
9559,toss-up ,1,neutral,neutral
9560,poetry ,1,neutral,neutral
9576,be called animation ,1,neutral,neutral
9587,comes ,1,neutral,neutral
9626,"enough , but nothing new ",0,neutral,neutral
9628,remains prominent ,1,neutral,neutral
9667,argue ,0,neutral,neutral
9673,of low-budget filmmaking ,0,neutral,neutral
9677,grade-school audience ,0,neutral,neutral
9692,director anne fontaine ,1,neutral,neutral
9704,work up much entertainment value ,1,neutral,neutral
9731,bold biographical fantasia ,1,neutral,neutral
9795,a feel movie ,1,neutral,neutral
9820,to care about ,1,neutral,neutral
9847,"seen 10,000 times ",1,neutral,neutral
9882,old-fashioned storytelling ,1,neutral,neutral
9904,the artificial structure ,0,neutral,neutral
9943,steve martin ,1,neutral,neutral
9954,be a straightforward bio ,1,neutral,neutral
9979,a sudden lunch rush ,1,neutral,neutral
9992,why this project was undertaken ,0,neutral,neutral
